,,jona31:LASI,,,jona31:RASI,,,jona31:LPSI,,,jona31:RPSI,,,jona31:LTHI,,,jona31:LKNE,,,jona31:LTIB,,,jona31:LANK,,,jona31:LHEE,,,jona31:LTOE,,,jona31:RTHI,,,jona31:RKNE,,,jona31:RTIB,,,jona31:RANK,,,jona31:RHEE,,,jona31:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
310,0,-75.885208,582.397156,880.646667,131.086456,546.656555,842.283630,-119.962349,346.354187,880.253723,31.607769,309.006927,904.463074,-148.914886,602.178650,655.825012,-114.381950,636.395447,447.912476,-98.152664,645.016785,232.623718,-66.309677,687.035095,98.917557,-25.414745,637.500671,78.875755,-21.715059,913.439880,74.424530,191.633789,398.549072,620.183289,163.710846,333.511414,449.380493,133.668350,195.946442,302.791077,86.920990,91.372162,156.342789,41.185459,40.094875,173.001831,-7.634442,243.610062,60.149246
311,0,-76.842392,593.026794,882.280701,129.966965,557.118652,843.363647,-120.708488,356.911224,882.096802,31.033833,319.439362,904.894226,-149.500366,611.592590,657.218994,-114.709381,643.902832,448.634369,-98.587906,649.515442,233.059097,-66.282578,688.739868,98.769341,-25.518696,638.479675,79.543747,-21.147652,914.917175,70.568611,192.579605,411.607941,620.541809,166.281143,347.525421,449.524536,136.419724,206.921844,305.456665,89.812996,98.939552,161.431854,44.532597,49.001610,180.741241,-7.632086,244.911514,59.777340
312,0,-77.897949,603.606140,883.966492,128.775558,567.610596,844.575500,-121.428696,367.384705,883.982056,30.502748,329.837860,905.301880,-150.151794,620.765137,658.579285,-115.077538,651.116394,449.356903,-99.049194,653.812012,233.531372,-66.287231,690.333252,98.713394,-25.655272,639.392517,80.202446,-20.655024,916.154358,67.229637,193.559937,425.078491,620.904297,168.930374,362.287262,449.628571,139.249405,218.628067,308.221375,92.774887,107.217377,166.852005,48.005997,58.822784,188.867355,-7.503211,246.513809,59.407299
313,0,-79.048721,614.116333,885.680176,127.518463,578.114685,845.910522,-122.120659,377.755829,885.885864,30.014561,340.184784,905.676331,-150.861069,629.676453,659.880554,-115.478340,658.019409,450.058929,-99.518723,657.897644,234.020935,-66.307091,691.819641,98.733345,-25.806299,640.242493,80.837189,-20.202225,917.173950,64.355980,194.565964,438.920197,621.273865,171.636856,377.761292,449.707367,142.133926,231.048203,311.087738,95.786682,116.210648,172.600098,51.578823,69.553795,197.345383,-7.194839,248.481125,59.059078
314,0,-80.291069,624.538818,887.398560,126.201973,588.613953,847.359375,-122.781860,388.007080,887.785767,29.569384,350.463745,906.009338,-151.620117,638.310669,661.100708,-115.904594,664.600464,450.721680,-99.980873,661.765625,234.509476,-66.327820,693.202515,98.812477,-25.956413,641.031128,81.435944,-19.760700,918.001221,61.890114,195.587799,453.088837,621.656555,174.376846,393.902740,449.779510,145.048218,244.157715,314.057739,98.827507,125.917969,178.664673,55.218327,81.174690,206.128647,-6.647419,250.890045,58.757774
315,0,-81.621010,634.856323,889.099243,124.832268,599.092163,848.912476,-123.409637,398.122284,889.660278,29.167515,360.660156,906.294495,-152.420898,646.655884,662.221008,-116.350143,670.852539,451.329163,-100.422592,665.411011,234.980652,-66.337585,694.484375,98.934563,-26.093349,641.758484,81.989449,-19.309883,918.663574,59.773506,196.614578,467.537689,622.060486,177.125107,410.658844,449.866791,147.966202,257.925049,317.131805,101.875954,136.331970,185.024734,58.886299,93.650360,215.158142,-5.796852,253.830429,58.533192
316,0,-83.034309,645.052490,890.761658,123.415154,609.534546,850.560425,-124.001083,408.086853,891.489563,28.809553,370.761139,906.527344,-153.255585,654.703979,663.226868,-116.809914,676.773499,451.868774,-100.833664,668.831116,235.420547,-66.327370,695.667542,99.084473,-26.208075,642.424194,82.491310,-18.837877,919.188049,57.950691,197.634766,482.218658,622.496277,179.855453,427.969818,449.993652,150.861465,272.312775,320.308197,104.910599,147.439911,191.648544,62.539867,106.931297,224.362091,-4.577218,257.405029,58.418861
317,0,-84.526611,655.112366,892.367188,121.956032,619.927368,852.293640,-124.553032,417.888000,893.255554,28.496475,380.755707,906.705078,-154.116806,662.450806,664.107239,-117.279953,682.365051,452.330963,-101.206810,672.025696,235.818054,-66.290939,696.754272,99.248726,-26.294746,643.027710,82.937813,-18.341234,919.600647,56.372330,198.636475,497.083344,622.976257,182.541153,445.770569,450.185852,153.707840,287.278259,323.581909,107.910362,159.224304,198.492584,66.132767,120.955254,233.656311,-2.924126,261.728180,58.450306
318,0,-86.093536,665.022400,893.899109,120.459671,630.258179,854.102966,-125.062035,427.514648,894.942505,28.229691,390.635010,906.826965,-154.997711,669.895752,664.855164,-117.757347,687.633545,452.709625,-101.537621,674.996704,236.165070,-66.224754,697.747009,99.415779,-26.350494,643.569092,83.327744,-17.823975,919.925049,54.997066,199.607529,512.084351,623.514404,185.155533,463.991974,450.469940,156.480225,302.775391,326.944153,110.855103,171.663803,205.501373,69.616997,135.649399,242.945023,-0.778453,266.923004,58.662655
319,0,-87.730698,674.770325,895.343140,118.930176,640.516418,855.979126,-125.524384,436.957520,896.537415,28.011044,400.392365,906.894104,-155.891968,677.041565,665.467407,-118.240196,692.588623,453.001740,-101.824387,677.748474,236.456589,-66.127800,698.648315,99.576263,-26.375095,644.049072,83.661972,-17.296007,920.181580,53.792309,200.535950,527.176270,624.125732,187.672546,482.562378,450.871857,159.155014,318.755219,330.381531,113.726006,184.734253,212.607361,72.944687,150.933289,252.122101,1.909775,273.117767,59.087673
320,0,-89.433800,684.345825,896.687500,117.370956,650.692566,857.913574,-125.936180,446.209320,898.029236,27.842806,410.022919,906.909180,-156.794052,683.894348,665.943848,-118.727379,697.243347,453.207214,-102.067764,680.287415,236.690536,-66.001228,699.461365,99.723114,-26.370525,644.468872,83.943207,-16.771181,920.387024,52.733955,201.410049,542.316406,624.825439,190.067169,501.409241,451.416107,161.710861,335.167480,333.875793,116.506195,198.409531,219.731598,76.070328,166.722244,261.073151,5.177668,280.440826,59.750439
321,0,-91.198616,693.740173,897.922913,115.784653,660.778931,859.897522,-126.293358,455.264618,899.409790,27.727613,419.523926,906.876221,-157.699036,690.462463,666.287964,-119.218414,701.613464,453.328705,-102.270363,682.622070,236.867584,-65.847954,700.189514,99.851456,-26.340439,644.830994,84.175461,-16.265224,920.554321,51.805374,202.218689,557.465576,625.628662,192.315933,520.460449,452.124634,164.129089,351.961853,337.403229,119.181168,212.662659,226.785065,78.952957,182.930893,269.677612,9.046288,289.015076,60.665993
322,0,-93.021057,702.946411,899.042725,114.173218,670.769226,861.922668,-126.591820,464.119904,900.673279,27.668377,428.894409,906.800415,-158.602661,696.757568,666.505371,-119.713287,705.717712,453.370880,-102.436310,684.762634,236.990921,-65.672180,700.836975,99.958496,-26.289656,645.138550,84.363747,-15.793787,920.693298,50.995861,202.951385,572.588806,626.549744,194.397247,539.645630,453.016022,166.394135,369.088867,340.934875,121.739288,227.466812,233.670227,81.558296,199.477142,277.811707,13.518272,298.951813,61.836254
323,0,-94.897072,711.959167,900.042419,112.537941,680.658325,863.980896,-126.827492,472.773529,901.816162,27.668169,438.135040,906.687744,-159.501312,702.792969,666.604431,-120.212112,709.576843,453.340271,-102.570694,686.721130,237.065598,-65.478996,701.407837,100.043266,-26.223604,645.395569,84.513702,-15.370721,920.810242,50.298771,203.598587,587.655334,627.601318,196.291641,558.897461,454.104584,168.493713,386.500977,344.436493,124.172142,242.796219,240.283463,83.860680,216.285767,285.351532,18.576565,310.345062,63.247704
324,0,-96.822639,720.775085,900.919983,110.879601,690.442871,866.064026,-126.996521,481.225525,902.837402,27.730068,447.248016,906.544617,-160.391968,708.584229,666.594849,-120.715050,713.213318,453.244659,-102.679092,688.511230,237.098328,-65.273804,701.907349,100.106384,-26.147846,645.606506,84.631302,-15.006814,920.909180,49.709713,204.151611,602.639160,628.794312,197.982162,578.152405,455.399902,170.419235,404.153687,347.869415,126.474831,258.626953,246.517548,85.844650,233.291687,292.176025,24.184397,323.266693,64.870125
325,0,-98.793747,729.392151,901.675354,109.198517,700.120239,868.163940,-127.095360,489.477783,903.737366,27.856998,456.236786,906.377563,-161.272003,714.148743,666.487610,-121.221977,716.651550,453.092651,-102.767120,690.148010,237.096817,-65.062035,702.340454,100.149712,-26.067627,645.776550,84.722572,-14.708973,920.992493,49.224831,204.602844,617.518555,630.136719,199.454391,597.351929,456.906281,172.165588,422.005829,351.190857,128.646225,274.937775,252.264709,87.505989,250.442825,298.170166,30.286598,337.762451,66.656738
326,0,-100.806221,737.810364,902.310364,107.494759,709.689087,870.272583,-127.120926,497.533813,904.518372,28.051554,465.105804,906.193054,-162.139191,719.505005,666.294495,-121.732315,719.916992,452.893188,-102.839973,691.647522,237.069382,-64.848663,702.713196,100.176064,-25.987549,645.911255,84.793457,-14.479914,921.061218,48.839569,204.945557,632.276184,631.633728,200.696609,616.442566,458.622620,173.731247,440.020630,354.355133,130.689026,291.710510,257.419739,88.852173,267.701996,303.228271,36.812176,353.849762,68.545860
327,0,-102.855713,746.031433,902.828308,105.768311,719.148987,872.381592,-127.070786,505.398682,905.184143,28.315823,473.860321,905.997131,-162.991516,724.673035,666.027527,-122.244972,723.036133,452.655151,-102.902176,693.027466,237.024429,-64.637978,703.031433,100.188866,-25.911285,646.016296,84.849602,-14.318284,921.115845,48.547703,205.174149,646.898315,633.286743,201.699738,635.376709,460.542328,175.118134,458.165802,357.314728,132.609573,308.930450,261.882996,89.902275,285.048157,307.256409,43.677883,371.517700,70.464165
328,0,-104.937637,754.058228,903.233948,104.019196,728.500488,874.482483,-126.943245,513.078918,905.739380,28.651203,482.506287,905.794983,-163.827103,729.673462,665.698425,-122.758118,726.035950,452.386841,-102.957214,694.306274,236.970047,-64.433411,703.301758,100.191841,-25.841461,646.097595,84.896362,-14.219173,921.156799,48.340981,205.283890,661.375000,635.093872,202.457413,654.112427,462.653442,176.331100,476.414001,360.021790,134.417725,326.586761,265.563568,90.686012,302.476746,310.175140,50.792633,390.727997,72.331169
329,0,-107.047012,761.895691,903.532837,102.247711,737.744568,876.566406,-126.737534,520.582520,906.189697,29.058256,491.049988,905.590942,-164.644119,734.527771,665.318359,-123.269287,728.944092,452.095947,-103.007515,695.502808,236.913712,-64.237358,703.530823,100.188812,-25.779577,646.160889,84.938690,-14.174882,921.184814,48.209068,205.271103,675.698364,637.049011,202.965881,672.613770,464.939117,177.377853,494.742676,362.429321,136.126358,344.672180,268.382172,91.242477,319.998810,311.921570,58.062191,411.418518,74.064819
330,0,-109.178497,769.549866,903.731384,100.454536,746.882996,878.624207,-126.453888,527.918518,906.541138,29.536551,499.497864,905.388306,-165.440689,739.257751,664.897949,-123.775261,731.787842,451.789032,-103.054337,696.636963,236.861862,-64.051155,703.725830,100.183456,-25.726028,646.211792,84.981102,-14.175839,921.200989,48.139904,205.132980,689.862976,639.142700,203.223953,690.850342,467.377960,178.268250,513.134277,364.492615,137.750778,363.183167,270.273254,91.618034,337.639679,312.450623,65.393822,433.507629,75.587502
331,0,-111.326256,777.028198,903.836487,98.640930,755.917847,880.646484,-126.093628,535.097290,906.800232,30.084562,507.856537,905.189270,-166.214890,743.885376,664.446289,-124.272217,734.594482,451.471497,-103.097794,697.728699,236.819916,-63.875183,703.893738,100.179108,-25.680229,646.255920,85.027748,-14.211561,921.206604,48.120289,204.867676,703.864563,641.361206,203.232864,708.796875,469.944611,179.014069,531.575928,366.170990,139.308060,382.119598,271.187378,91.864105,355.437073,311.736176,72.700417,456.899048,76.831902
332,0,-113.483963,784.339478,903.854858,96.808800,764.851746,882.623230,-125.659256,542.130249,906.973511,30.699596,516.132385,904.994873,-166.964615,748.432495,663.971619,-124.755882,737.389893,451.147522,-103.137039,698.797546,236.791931,-63.708908,704.041748,100.178665,-25.640753,646.298096,85.082336,-14.271550,921.203735,48.136612,204.474319,717.699646,643.687378,202.996170,726.432739,472.610565,179.628220,550.058960,367.428741,140.816284,401.484161,271.092224,92.034531,373.437927,309.771698,79.903893,481.487671,77.746231
333,0,-115.644836,791.493835,903.793396,94.960800,773.687561,884.544556,-125.154480,549.029480,907.067505,31.377752,524.331848,904.804932,-167.687775,752.920532,663.480347,-125.221626,740.199341,450.819824,-103.170357,699.862915,236.780670,-63.551067,704.176941,100.184540,-25.605534,646.343201,85.148247,-14.346058,921.194702,48.175564,203.953003,731.364319,646.101013,202.519684,743.741638,475.344727,180.124390,568.578918,368.236633,142.293472,421.282013,269.973969,92.182961,391.695892,306.569916,86.937340,507.164490,78.298241
334,0,-117.801582,798.502014,903.658630,93.100456,782.428528,886.399658,-124.584160,555.807861,907.088440,32.113922,532.460815,904.618347,-168.382141,757.369934,662.977661,-125.664757,743.045898,450.489960,-103.195480,700.943176,236.787567,-63.399860,704.306274,100.198540,-25.572079,646.395142,85.228401,-14.426668,921.182068,48.224861,203.304932,744.854248,648.578674,201.811371,760.710632,478.114349,180.516403,587.134277,368.572632,143.756729,441.520325,267.837189,92.360306,410.267853,302.162628,93.745926,533.821106,78.477661
335,0,-119.946548,805.376221,903.456482,91.232094,791.078003,888.177979,-123.954292,562.479126,907.042480,32.901852,540.524841,904.432861,-169.045502,761.800293,662.467224,-126.080688,745.950806,450.158295,-103.209785,702.055420,236.812912,-63.253120,704.436035,100.221931,-25.537676,646.457764,85.325371,-14.506660,921.168457,48.273800,202.532455,758.164368,651.094788,200.881302,777.329834,480.885651,180.817795,605.726868,368.422821,145.221390,462.207428,264.705017,92.612396,429.211304,296.599579,100.286690,561.353149,78.296814
336,0,-122.071686,812.129089,903.192322,89.360832,799.639771,889.868591,-123.271912,569.057251,906.935364,33.734241,548.529419,904.245422,-169.675827,766.229919,661.951416,-126.465218,748.932739,449.823914,-103.210571,703.215088,236.855820,-63.108578,704.572327,100.255455,-25.499590,646.533997,85.441330,-14.581177,921.156189,48.313591,201.639236,771.287476,653.621704,199.741470,793.591370,483.624603,181.041336,624.360413,367.782074,146.700104,483.352295,260.618225,92.978043,448.581177,289.947235,106.527069,589.662537,77.789505
337,0,-124.168770,818.773926,902.870605,87.492599,808.117554,891.460510,-122.544983,575.556274,906.772095,34.602871,556.479431,904.052490,-170.271133,770.675537,661.431152,-126.814720,752.007202,449.485138,-103.195305,704.435608,236.914505,-62.963985,704.720215,100.299362,-25.455238,646.626465,85.578018,-14.647198,921.147461,48.337635,200.630280,784.215454,656.130188,198.405762,809.489258,486.297607,181.198532,643.040039,366.654053,148.201950,504.963806,255.633987,93.487595,468.427673,282.287415,112.442520,618.658203,77.008408
338,0,-126.229462,825.324585,902.494812,85.633965,816.515503,892.942688,-121.782188,581.990784,906.557556,35.498783,564.379456,903.849670,-170.829834,775.151855,660.905945,-127.126350,755.186584,449.139496,-103.161827,705.727783,236.986420,-62.817322,704.884277,100.353508,-25.402309,646.737000,85.736763,-14.703368,921.144104,48.341484,199.512146,796.937744,658.590332,196.889847,825.018127,488.872070,181.299500,661.771973,365.051208,149.732056,527.050110,249.824585,94.161842,488.794098,273.715210,118.013733,648.256287,76.021019
339,0,-128.245438,831.795471,902.067505,83.792000,824.837708,894.304138,-120.992805,588.374939,906.296143,36.412518,572.233826,903.632385,-171.350662,779.671570,660.374512,-127.398224,758.479797,448.783936,-103.108559,707.100037,237.068451,-62.666885,705.068176,100.417381,-25.338850,646.866882,85.918442,-14.749719,921.147888,48.322750,198.292908,809.442749,660.971680,195.211044,840.173645,491.317139,181.352448,680.562073,362.994751,151.290833,549.618042,243.275558,95.011620,509.715729,264.337097,123.223389,678.379272,74.905136
340,0,-130.208649,838.200684,901.590210,81.974197,833.088684,895.534363,-120.186378,594.722839,905.991699,37.334320,580.046448,903.396179,-171.832870,784.245178,659.834595,-127.629562,761.892090,448.414948,-103.034637,708.557800,237.157120,-62.511406,705.274353,100.490219,-25.263330,647.016968,86.123428,-14.787319,921.159485,48.280861,196.982330,821.717041,663.244324,193.388092,854.951660,493.603973,181.363785,699.416016,360.514038,152.873993,572.672241,236.083618,96.037788,531.218628,254.268997,128.053284,708.954285,73.743942
341,0,-132.111313,844.554504,901.063599,80.188232,841.273315,896.622986,-119.372581,601.048157,905.647766,38.254417,587.821167,903.136047,-172.276276,788.880920,659.283081,-127.820686,765.424927,448.028961,-102.939972,710.103638,237.248718,-62.350094,705.504578,100.571060,-25.174616,647.187561,86.351677,-14.817925,921.179871,48.216740,195.591751,833.745972,665.378662,191.441010,869.348022,495.706177,181.337784,718.337769,357.645752,154.472336,596.214905,228.354614,97.231766,553.319641,243.634155,132.481689,739.911377,72.621399
342,0,-133.946228,850.871094,900.487244,78.441788,849.396240,897.560303,-118.560905,607.364075,905.267456,39.163296,595.561646,902.847656,-172.681198,793.584351,658.716248,-127.973068,769.076111,447.622253,-102.825294,711.737183,237.339539,-62.182617,705.759521,100.658859,-25.071959,647.378418,86.602676,-14.843635,921.209167,48.132496,194.134033,845.514221,667.346741,189.390823,883.358459,497.600281,181.276749,737.329346,354.433044,156.071945,620.244629,220.201431,98.576385,576.025757,232.560852,136.481567,771.182068,71.618385
343,0,-135.706863,857.164001,899.859741,76.742393,857.462769,898.336975,-117.760361,613.682861,904.853821,40.051960,603.271179,902.526550,-173.048645,798.358704,658.130188,-128.089294,772.840027,447.191315,-102.692116,713.455383,237.425934,-62.009094,706.039063,100.752502,-24.954927,647.589111,86.875435,-14.866594,921.247192,48.031040,192.623489,857.006470,669.121826,187.259109,896.978821,499.265991,181.180969,756.390076,350.924591,157.654587,644.756226,211.741608,100.047096,599.335205,221.180466,140.019531,802.697510,70.809875
344,0,-137.387482,863.446472,899.179077,75.097183,865.478149,898.944763,-116.979309,620.016296,904.409058,40.912201,610.953491,902.168701,-173.380219,803.204773,657.520386,-128.172928,776.707764,446.732880,-102.542671,715.252563,237.504532,-61.830009,706.342041,100.850914,-24.823341,647.818726,87.168617,-14.888770,921.293640,47.915825,191.075592,868.207581,670.679443,185.067795,910.204651,500.686340,181.048813,775.516052,347.173248,159.198212,669.739868,203.095444,101.613434,623.237488,209.625275,143.055771,834.387451,70.263290
345,0,-138.983322,869.730774,898.442627,73.512711,873.448059,899.376038,-116.225128,626.374878,903.935608,41.736847,618.612122,901.770630,-173.678070,808.121216,656.882690,-128.228348,780.667664,446.244019,-102.379799,717.121094,237.572220,-61.646137,706.666565,100.953102,-24.677164,648.066284,87.480576,-14.911793,921.347656,47.790539,189.506653,879.103271,671.997864,182.838623,923.032166,501.847992,180.876999,794.699341,343.234863,160.677780,695.180359,194.383652,103.240540,647.714478,198.026352,145.544876,866.179138,70.038116
346,0,-140.490662,876.028503,897.647095,71.994843,881.378479,899.624390,-115.504059,632.768433,903.435364,42.519997,626.250610,901.329285,-173.944809,813.104492,656.212891,-128.260605,784.705566,445.722412,-102.206772,719.051331,237.626328,-61.458431,707.010437,101.058159,-24.516443,648.330383,87.809372,-14.936880,921.408508,47.658920,187.933502,889.681213,673.057617,180.592697,935.458069,502.740967,180.660721,813.927979,339.167023,162.066071,721.056396,185.725311,104.890831,672.740662,186.511841,147.437714,897.997498,70.186668
347,0,-141.906860,882.350220,896.788818,70.548508,889.275330,899.684692,-114.820938,639.205444,902.910034,43.257179,633.873047,900.842041,-174.183487,818.149475,655.506836,-128.275085,788.805847,445.166107,-102.027184,721.032104,237.664597,-61.267910,707.370850,101.165337,-24.341213,648.609802,88.152977,-14.964804,921.474976,47.524578,186.373062,899.931335,673.842529,178.350006,947.480164,503.359375,180.393875,833.185242,335.027466,163.334702,747.340027,177.235931,106.525459,698.283752,175.204727,148.683838,929.764282,70.755554
348,0,-143.230408,888.705505,895.864319,69.177643,897.145020,899.552856,-114.179092,645.693604,902.361572,43.945530,641.483276,900.306763,-174.397430,823.249023,654.761047,-128.277390,792.951172,444.573944,-101.844704,723.051697,237.685303,-61.075565,707.744629,101.274117,-24.151463,648.903198,88.509323,-14.995941,921.545837,47.390884,184.841751,909.846741,674.339905,176.128830,959.097839,503.700806,180.069260,852.449768,330.872803,164.455017,773.995178,169.025238,108.105827,724.304993,164.220978,149.234604,961.398682,71.787727
349,0,-144.461044,895.102722,894.869690,67.885101,904.994141,899.226746,-113.580185,652.239014,901.791016,44.583855,649.086121,899.721924,-174.589996,828.395325,653.972473,-128.273026,797.124023,443.945404,-101.662964,725.097900,237.687317,-60.882259,708.128601,101.384193,-23.947111,649.209106,88.876465,-15.030325,921.619690,47.260868,183.355118,919.424133,674.540222,173.945465,970.312683,503.766357,179.678909,871.694946,326.757446,165.399170,800.977600,161.195313,109.594826,750.759155,153.667801,149.046906,992.817444,73.324364
350,0,-145.599640,901.549316,893.801514,66.672523,912.829285,898.705383,-113.024178,658.847473,901.200073,45.172733,656.686096,899.086426,-174.764664,833.579285,653.138489,-128.267166,801.306458,443.280579,-101.485344,727.158325,237.669968,-60.688648,708.519531,101.495499,-23.727999,649.526306,89.252678,-15.067745,921.695190,47.137165,181.927231,928.664490,674.437866,171.813522,981.128784,503.561188,179.214233,890.889526,322.732056,166.141022,828.233276,153.838409,110.957771,777.593689,143.641693,148.086700,1023.935547,75.406311
351,0,-146.648087,908.051575,892.656799,65.540367,920.657593,897.989746,-112.509254,665.523010,900.589783,45.714470,664.288635,898.399719,-174.924652,838.791809,652.257690,-128.264435,805.481567,442.580475,-101.314850,729.221375,237.633362,-60.495144,708.914429,101.608292,-23.493944,649.853394,89.636673,-15.107837,921.770813,47.021946,180.570206,937.573853,674.031189,169.743713,991.553772,503.093353,178.666351,909.997437,318.842468,166.656952,855.698486,147.035187,112.163132,804.748413,134.226776,146.333038,1054.665649,78.074631
352,0,-147.609406,914.614441,891.433105,64.487877,928.486023,897.082764,-112.031944,672.269409,899.961365,46.213074,671.899597,897.661682,-175.072968,844.023254,651.328918,-128.268723,809.633179,441.846741,-101.153999,731.276306,237.578156,-60.301918,709.310730,101.723145,-23.244812,650.189392,90.027649,-15.150163,921.845093,46.916935,179.293701,946.162964,673.322205,167.743546,1001.598572,502.374542,178.026245,928.978577,315.128662,166.926620,883.298096,140.852676,113.183014,832.154175,125.493050,143.781509,1084.919800,81.369766
353,0,-148.487518,921.242249,890.128906,63.513145,936.322144,895.989075,-111.587090,679.089233,899.315979,46.674126,679.525391,896.872681,-175.212143,849.264587,650.352417,-128.283035,813.747009,441.081909,-101.004730,733.313538,237.505829,-60.108875,709.705750,101.841011,-22.980621,650.533264,90.425453,-15.194284,921.916809,46.823303,178.104691,954.448425,672.316956,165.817093,1011.278748,501.419067,177.284927,947.788635,311.623810,166.933395,910.945923,135.342590,113.993179,859.731873,117.495132,140.447281,1114.608887,85.329262
354,0,-149.287109,927.938232,888.743469,62.613205,944.173401,894.715637,-111.168091,685.984924,898.654907,47.104622,687.172729,896.033569,-175.344223,854.507324,649.329102,-128.309479,817.810547,440.289246,-100.868362,735.324951,237.418610,-59.915741,710.097778,101.963272,-22.701666,650.883667,90.830727,-15.239815,921.984741,46.741699,177.006958,962.452087,671.025696,163.965027,1020.613892,500.244263,176.433807,966.380737,308.353821,166.664764,938.544678,130.539948,114.573112,887.391052,110.270866,136.367249,1143.643188,89.984077
355,0,-150.013535,934.705139,887.277283,61.784069,952.047607,893.271240,-110.767029,692.957947,897.979309,47.512810,694.849243,895.145874,-175.470657,859.744141,648.261047,-128.349030,821.813843,439.473022,-100.745567,737.304016,237.319565,-59.722145,710.485352,102.091789,-22.408657,651.239868,91.244972,-15.286429,922.047974,46.672211,176.001236,970.201721,669.462402,162.184692,1029.628540,498.869446,175.464783,984.705627,305.336456,166.112442,965.985413,126.461639,114.905586,915.028992,103.840538,131.601364,1171.933228,95.353424
356,0,-150.672699,941.544800,885.732300,61.020920,959.952576,891.666992,-110.374886,700.010010,897.290710,47.907894,702.563110,894.211548,-175.592224,864.968933,647.151306,-128.401810,825.749512,438.638153,-100.636436,739.246094,237.212723,-59.527714,710.867188,102.228897,-22.102875,651.600647,91.670654,-15.333895,922.105774,46.614376,175.084854,977.730103,667.645081,160.470245,1038.351196,497.316040,174.370529,1002.712952,302.581390,165.272491,993.149170,123.105873,114.976410,942.530334,98.206421,126.232368,1199.390259,101.438873
357,0,-151.270782,948.458984,884.111389,60.318249,967.896790,889.915955,-109.981880,707.142273,896.590576,48.299793,710.322937,893.233154,-175.709122,870.177612,646.004028,-128.467010,829.613098,437.790405,-100.540535,741.148071,237.103027,-59.332218,711.242920,102.377533,-21.786304,651.964966,92.111237,-15.382038,922.158020,46.567219,174.252197,985.075134,665.595459,158.813293,1046.815552,495.606934,173.144730,1020.352356,300.090149,164.145081,1019.907837,120.451889,114.774017,969.766479,93.352859,120.364128,1225.927368,108.218040
358,0,-151.814117,955.449036,882.419373,59.670040,975.888428,888.033142,-109.577682,714.356567,895.880920,48.698826,718.138062,892.214172,-175.820892,875.367615,644.824280,-128.542999,833.402832,436.936340,-100.456993,743.008667,236.996521,-59.135700,711.612427,102.541275,-21.461744,652.331726,92.571320,-15.430754,922.204407,46.529320,173.494659,992.278931,663.338928,157.203232,1055.058594,493.766052,171.782318,1037.574951,297.856201,162.734451,1046.126587,118.460365,114.289169,996.597351,89.246956,114.118416,1251.460083,115.638718
359,0,-152.309067,962.516418,880.661987,59.069935,983.936035,886.035583,-109.151817,721.654541,895.164063,49.115417,726.018372,891.158691,-175.926498,880.538940,643.618347,-128.627670,837.120056,436.083344,-100.384682,744.828552,236.900299,-58.938656,711.976013,102.724342,-21.132910,652.699829,93.056519,-15.479980,922.245544,46.498863,172.801285,999.387329,660.903687,155.627853,1063.121582,491.817932,170.279770,1054.333984,295.865936,161.048431,1071.666016,117.074631,113.514931,1022.871826,85.839905,107.630081,1275.908447,123.614082
360,0,-152.761719,969.662659,878.846802,58.511471,992.048462,883.942139,-108.693886,729.038269,894.442383,49.559757,733.974121,890.071777,-176.024506,885.693481,642.393188,-128.718567,840.769104,435.239380,-100.322342,746.609497,236.822540,-58.742130,712.334595,102.931747,-20.804489,653.068176,93.573654,-15.529684,922.282166,46.473824,172.159241,1006.448853,658.321411,154.074265,1071.047485,489.787231,168.635452,1070.586670,294.098907,159.098404,1096.385132,116.222473,112.446724,1048.431519,83.069023,101.040710,1299.198608,132.019928
361,0,-153.177795,976.889526,876.982849,57.988262,1000.234497,881.773315,-108.194000,736.510803,893.719116,50.041477,742.015869,888.959595,-176.113159,890.836060,641.156921,-128.813156,844.357056,434.412964,-100.268806,748.355164,236.772598,-58.547924,712.689331,103.169228,-20.482134,653.436035,94.130569,-15.579880,922.315063,46.452065,171.554321,1013.513672,655.625732,152.529556,1078.881592,487.698364,166.849869,1086.295166,292.529572,156.898911,1120.146240,115.818802,111.082825,1073.114136,80.860504,94.491440,1321.264771,140.694397
362,0,-153.562576,984.199524,875.080383,57.494236,1008.503052,879.550842,-107.643059,744.075439,892.997986,50.569378,750.154602,887.829041,-176.190475,895.973938,639.918152,-128.909225,847.894104,433.613190,-100.223137,750.070374,236.760773,-58.358665,713.042175,103.443352,-20.172443,653.802795,94.736259,-15.630629,922.345581,46.431557,170.971878,1020.632385,652.852600,150.981552,1086.669556,485.575256,164.925980,1101.427368,291.128113,154.467682,1142.818115,115.768921,109.425041,1096.758301,79.132584,88.114914,1342.050537,149.440628
