,,jona31:LASI,,,jona31:RASI,,,jona31:LPSI,,,jona31:RPSI,,,jona31:LTHI,,,jona31:LKNE,,,jona31:LTIB,,,jona31:LANK,,,jona31:LHEE,,,jona31:LTOE,,,jona31:RTHI,,,jona31:RKNE,,,jona31:RTIB,,,jona31:RANK,,,jona31:RHEE,,,jona31:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
110,0,-151.774948,-948.135254,903.798706,54.391384,-971.646973,853.520935,-193.143829,-1184.618530,893.828918,-38.634739,-1218.069458,911.856628,-241.883987,-887.516907,721.491455,,,,-257.099792,-813.660217,301.279724,-247.886749,-786.752686,157.743042,-212.732971,-837.710693,134.609161,-222.251755,-568.180054,146.512817,94.912613,-1096.442139,618.490784,52.195984,-1134.118164,441.888092,14.787232,-1219.462769,266.845062,-37.289314,-1282.340576,108.662300,-97.954865,-1330.937012,100.468788,-40.964424,-1080.625244,62.375427
111,0,-152.157501,-944.176575,902.989929,54.190285,-966.984070,853.112305,-192.573029,-1180.890747,892.985107,-38.020515,-1213.822021,911.475403,-242.223953,-884.804443,719.373901,,,,-255.532059,-803.958435,299.020020,-245.419083,-772.216309,156.478134,-210.597382,-822.561707,132.339600,-217.045746,-553.264587,150.140213,95.052383,-1092.418457,618.352661,52.544811,-1131.130981,442.003876,15.133767,-1217.852173,267.390533,-37.031235,-1281.832153,109.607765,-97.595352,-1330.555542,101.725143,-40.905777,-1080.706787,62.383904
112,0,-152.550812,-940.080017,902.109741,53.973957,-962.261047,852.659363,-192.086716,-1177.005859,892.101685,-37.506145,-1209.468628,911.065552,-242.549683,-882.022583,717.075623,,,,-253.966934,-794.658752,296.820557,-243.003662,-758.268799,155.370758,-208.519333,-807.976379,130.269562,-211.925339,-539.042664,153.792343,95.177162,-1088.309448,618.179932,52.893829,-1128.026733,442.075073,15.475899,-1216.161987,267.922089,-36.782955,-1281.289795,110.568138,-97.249596,-1330.142944,103.004044,-40.841515,-1080.789307,62.390129
113,0,-152.952271,-935.840759,901.157898,53.743946,-957.476929,852.157837,-191.690353,-1172.957397,891.179871,-37.097275,-1205.005859,910.626404,-242.853683,-879.152954,714.616699,,,,-252.401474,-785.774414,294.672394,-240.640549,-744.947449,154.387451,-206.494659,-793.998901,128.365189,-206.952576,-525.539490,157.462570,95.283760,-1084.124146,617.969971,53.239124,-1124.817627,442.099884,15.812338,-1214.398804,268.437164,-36.544685,-1280.716187,111.538803,-96.918152,-1329.701416,104.298820,-40.771889,-1080.872070,62.394321
114,0,-153.359039,-931.453430,900.134888,53.501976,-952.630371,851.604065,-191.388809,-1168.739136,890.221313,-36.798756,-1200.429932,910.158020,-243.129364,-876.176941,712.017273,,,,-250.833603,-777.314941,292.564545,-238.329346,-732.285522,153.491791,-204.517685,-780.670776,126.590012,-202.189484,-512.778564,161.133591,95.369484,-1079.873047,617.721436,53.577087,-1121.517456,442.078400,16.142315,-1212.571045,268.934723,-36.315384,-1280.114258,112.516029,-96.599739,-1329.233398,105.604027,-40.697269,-1080.954346,62.396885
115,0,-153.768402,-926.912048,899.041260,53.249821,-947.719238,850.995239,-191.186050,-1164.344238,889.228638,-36.614521,-1195.735840,909.661621,-243.371185,-873.076111,709.297974,,,,-249.262100,-769.286621,290.483887,-236.069305,-720.311584,152.645370,-202.581650,-768.029419,124.906029,-197.693756,-500.780060,164.775131,95.432121,-1075.567993,617.434509,53.904415,-1118.142212,442.012726,16.465540,-1210.687744,269.415161,-36.092697,-1279.487915,113.497070,-96.291260,-1328.741821,106.915787,-40.618073,-1081.035645,62.398354
116,0,-154.177673,-922.210632,897.878479,52.989246,-942.740234,850.329285,-191.085205,-1159.766357,888.205261,-36.547478,-1190.917969,909.139587,-243.574783,-869.832336,706.479065,,,,-247.686493,-761.691284,288.416260,-233.859024,-709.048523,151.808777,-200.678833,-756.107666,123.275040,-193.514236,-489.560028,168.342712,95.470070,-1071.220581,617.110474,54.218258,-1114.708862,441.906799,16.782146,-1208.759766,269.880737,-35.872971,-1278.841064,114.480408,-95.987587,-1328.229492,108.231987,-40.534748,-1081.115356,62.399323
117,0,-154.584427,-917.342407,896.648987,52.721897,-937.689453,849.605408,-191.088364,-1154.998413,887.155640,-36.599434,-1185.970825,908.594971,-243.737076,-866.427917,703.581299,,,,-246.107147,-754.526855,286.346802,-231.696701,-698.513123,150.942947,-198.801010,-744.933105,121.659996,-189.687469,-479.129150,171.777405,95.482269,-1066.842896,616.752869,54.516220,-1111.235107,441.766815,17.092592,-1206.797852,270.335449,-35.651360,-1278.177490,115.465828,-95.681908,-1327.700195,109.552505,-40.447704,-1081.193726,62.400356
118,0,-154.986496,-912.300903,895.356323,52.449150,-932.561646,848.823914,-191.196640,-1150.034302,886.085388,-36.771015,-1180.886841,908.032104,-243.856247,-862.845825,700.624634,,,,-244.525131,-747.786743,284.260529,-229.580093,-688.715393,150.010315,-196.939789,-734.526611,120.026314,-186.234711,-469.491455,175.007141,95.468239,-1062.445801,616.366211,54.796398,-1107.738159,441.600800,17.397579,-1204.812500,270.784882,-35.422050,-1277.501099,116.454521,-95.365791,-1327.156250,110.879242,-40.357304,-1081.270264,62.401901
119,0,-155.382248,-907.078979,894.005127,52.172054,-927.350708,847.986389,-191.410110,-1144.867310,885.000916,-37.061604,-1175.659058,907.456726,-243.931992,-859.070435,697.629395,,,,-242.942291,-741.460266,282.143524,-227.506760,-679.657959,148.976181,-195.087265,-724.902039,118.343216,-183.160278,-460.643127,177.948929,95.428070,-1058.038818,615.956726,55.057426,-1104.234253,441.418427,17.697929,-1202.814575,271.236603,-35.178524,-1276.815186,117.449120,-95.029831,-1326.600464,112.216179,-40.263863,-1081.344849,62.404198
120,0,-155.770477,-901.669800,892.601685,51.891178,-922.049561,847.096191,-191.727722,-1139.491211,883.910217,-37.469318,-1170.279663,906.875183,-243.965225,-855.086792,694.615051,,,,-241.361252,-735.532288,279.983307,-225.474258,-671.335571,147.809891,-193.236420,-716.065063,116.584991,-180.451141,-452.571808,180.512482,95.362404,-1053.629395,615.531799,55.298485,-1100.738037,441.231049,17.994522,-1200.813110,271.699341,-34.913937,-1276.121582,118.453674,-94.664009,-1326.034058,113.569290,-40.167679,-1081.418335,62.407207
121,0,-156.150757,-896.066711,891.153748,51.606533,-916.650391,846.157715,-192.147369,-1133.900146,882.822388,-37.991013,-1164.739746,906.294800,-243.958389,-850.881897,691.601257,,,,-239.785477,-729.983398,277.769775,-223.480392,-663.735352,146.486069,-191.381668,-708.012939,114.732048,-178.077713,-445.255432,182.604446,95.272308,-1049.222290,615.100342,55.519344,-1097.261841,441.050995,18.288191,-1198.814819,272.183441,-34.621513,-1275.422119,119.473618,-94.258476,-1325.457642,114.946388,-40.069092,-1081.490601,62.410583
122,0,-156.523285,-890.263428,889.670410,51.317459,-911.144409,845.177246,-192.665924,-1128.089233,881.747498,-38.622261,-1159.031006,905.724121,-243.915237,-846.443848,688.607422,,,,-238.219208,-724.790283,275.495758,-221.523575,-656.836121,144.985611,-189.519211,-700.733948,112.771774,-175.995987,-438.662048,184.133224,95.159370,-1044.818604,614.671509,55.720406,-1093.813599,440.891541,18.579723,-1196.825195,272.700073,-34.294926,-1274.716187,120.515663,-93.804199,-1324.869507,116.356987,-39.968571,-1081.563232,62.413651
123,0,-156.889114,-884.253845,888.162903,51.022606,-905.522278,844.162231,-193.279129,-1122.053345,880.696899,-39.357422,-1153.145142,905.171875,-243.840881,-841.762878,685.652344,,,,-236.667648,-719.926147,273.157837,-219.602982,-650.609253,143.296539,-187.647507,-694.207214,110.699234,-174.150711,-432.749695,185.014236,95.025543,-1040.416016,614.255676,55.902710,-1090.397827,440.766083,18.869839,-1194.845703,273.261230,-33.928715,-1274.001587,121.587700,-93.293602,-1324.266602,117.811996,-39.866795,-1081.637207,62.415482
124,0,-157.250061,-878.032898,886.643494,50.719807,-899.773926,843.121765,-193.981949,-1115.789551,879.683105,-40.189693,-1147.073486,904.647522,-243.741669,-836.831482,682.754883,,,,-235.136841,-715.360779,270.756622,-217.719040,-645.018860,141.414474,-185.767517,-688.402771,108.517464,-172.479340,-427.466827,185.174530,94.873161,-1036.007324,613.863159,56.068047,-1087.013916,440.688141,19.159252,-1192.874268,273.879150,-33.518585,-1273.274414,122.698631,-92.721184,-1323.642334,119.323570,-39.764736,-1081.714355,62.415020
125,0,-157.608917,-871.596130,885.126160,50.406128,-893.889221,842.066223,-194.768341,-1109.294556,878.719360,-41.111237,-1140.808105,904.160828,-243.625061,-831.644043,679.933533,,,,-233.633850,-711.061340,268.297180,-215.873337,-640.022705,139.343079,-183.882767,-683.281982,106.237404,-170.916901,-422.753052,184.557343,94.704910,-1031.580933,613.504517,56.219017,-1083.655884,440.670319,19.448774,-1190.905640,274.566193,-33.061665,-1272.528076,123.858253,-92.084068,-1322.989014,120.904755,-39.663746,-1081.796875,62.411243
126,0,-157.969238,-864.940308,883.626343,50.077835,-887.858093,841.007202,-195.631561,-1102.567261,877.819519,-42.113266,-1134.342041,903.721558,-243.499603,-826.197510,677.206787,,,,-232.166595,-706.993164,265.789001,-214.069046,-635.572510,137.093826,-181.999527,-678.798523,103.877556,-169.400497,-418.540741,183.125687,94.523849,-1027.121216,613.189941,56.359085,-1080.311157,440.724213,19.739456,-1188.929321,275.334412,-32.556618,-1271.753174,125.077042,-91.382187,-1322.294067,122.569298,-39.565601,-1081.887207,62.403408
127,0,-158.335449,-858.063171,882.160278,49.730446,-881.670105,839.957275,-196.564255,-1095.607910,876.998230,-43.186203,-1127.668701,903.339355,-243.374710,-820.491028,674.592468,,,,-230.743988,-703.120056,263.246216,-212.310959,-631.616028,134.685822,-180.126480,-674.899170,101.463226,-167.874237,-414.756744,180.864838,94.333290,-1022.606750,612.928894,56.492710,-1076.961914,440.859924,20.032774,-1186.930786,276.195038,-32.003651,-1270.937988,126.366035,-90.618477,-1321.543091,124.331459,-39.472427,-1081.988037,62.391262
128,0,-158.712708,-850.963928,880.745544,49.358780,-875.315979,838.929993,-197.558517,-1088.417480,876.270142,-44.319847,-1120.783325,903.023315,-243.260559,-814.526611,672.108154,,,,-229.375732,-699.405518,260.686920,-210.605331,-628.098022,132.144852,-178.274704,-671.525330,99.025444,-166.293076,-411.324951,177.783783,94.136955,-1018.012390,612.730103,56.625370,-1073.583130,441.085358,20.330835,-1184.889893,277.158356,-31.404377,-1270.067627,127.736702,-89.798660,-1320.717529,126.205788,-39.386665,-1082.101440,62.375298
129,0,-159.106918,-843.643433,879.399780,48.957088,-868.786377,837.939514,-198.606110,-1080.999512,875.649658,-45.503548,-1113.682251,902.781799,-243.167831,-808.308838,669.770691,,,,-228.072220,-695.813354,258.132935,-208.959976,-624.961243,129.502701,-176.457245,-668.614502,96.599510,-164.626144,-408.169189,173.915451,93.938820,-1013.308899,612.601135,56.763676,-1070.144165,441.406219,20.636576,-1182.782593,278.233215,-30.761560,-1269.124023,129.200790,-88.930923,-1319.795410,128.207123,-39.310867,-1082.229736,62.356934
130,0,-159.524506,-836.103821,878.141174,48.519142,-862.073547,837.000000,-199.698547,-1073.358643,875.150940,-46.726421,-1106.363647,902.622375,-243.107605,-801.844849,667.596191,,,,-226.844482,-692.309143,255.609009,-207.383957,-622.148987,126.795578,-174.688553,-666.102417,94.223465,-162.858734,-405.216095,169.315674,93.743210,-1008.463013,612.548279,56.915352,-1066.608276,441.825409,20.953978,-1180.580078,279.427124,-30.078745,-1268.086182,130.770187,-88.025284,-1318.751099,130.350403,-39.247490,-1082.373779,62.338577
131,0,-159.972290,-828.349121,876.987427,48.038406,-855.170410,836.126282,-200.827316,-1065.501709,874.787415,-47.977524,-1098.827881,902.551331,-243.091080,-795.144409,665.599487,,,,-225.703781,-688.860168,253.141785,-205.887314,-619.605591,124.062866,-172.984055,-663.924316,91.936211,-160.992966,-402.398468,164.061249,93.554756,-1003.438965,612.576294,57.089249,-1062.932983,442.343079,21.288216,-1178.248535,280.745575,-29.359808,-1266.930298,132.456985,-87.092804,-1317.555298,132.650787,-39.198570,-1082.532349,62.323586
132,0,-160.457428,-820.385010,875.955933,47.508217,-848.071899,835.332458,-201.983948,-1057.436768,874.571228,-49.246067,-1091.076660,902.573608,-243.129364,-788.219971,663.794067,,,,-224.661392,-685.437561,250.759064,-204.480743,-617.278748,121.345451,-171.359558,-662.017639,89.775696,-159.046982,-399.658081,158.246674,93.378342,-998.198303,612.688110,57.295254,-1059.070801,442.956329,21.645779,-1175.750610,282.192291,-28.608479,-1265.629517,134.273254,-86.144661,-1316.176147,135.123718,-39.165371,-1082.702759,62.316006
133,0,-160.987137,-812.219055,875.062744,46.921944,-840.773926,834.632324,-203.160248,-1049.174561,874.513062,-50.521614,-1083.114380,902.692383,-243.233246,-781.086426,662.191772,,,,-223.728317,-682.015991,248.488525,-203.175018,-615.120361,118.684082,-169.830536,-660.323120,87.777168,-157.052979,-396.948151,151.980530,93.219070,-992.702209,612.885071,57.544163,-1054.970947,443.659302,22.034477,-1173.046143,283.769104,-27.827843,-1264.154297,136.231140,-85.191208,-1314.578003,137.784821,-39.148071,-1082.879150,62.320137
134,0,-161.568604,-803.860291,874.322693,46.273182,-833.274780,834.039063,-204.348343,-1040.726685,874.621948,-51.794281,-1074.947998,902.909058,-243.412933,-773.761169,660.802124,,,,-222.914856,-678.575317,246.356613,-201.980789,-613.087708,116.117805,-168.411514,-658.787048,85.971375,-155.053986,-394.235535,145.381073,93.082184,-986.910950,613.166565,57.847450,-1050.579224,444.443298,22.463398,-1170.091309,285.475739,-27.019896,-1262.472778,138.342819,-84.240883,-1312.722412,140.650269,-39.145409,-1083.052490,62.339920
135,0,-162.208649,-795.319702,873.748657,45.555996,-825.574402,833.564331,-205.540833,-1032.106812,874.904541,-53.054874,-1066.585938,903.223328,-243.677856,-766.263489,659.632568,,,,-222.230270,-675.100586,244.387512,-200.907715,-611.144836,113.682442,-167.115494,-657.362061,84.383293,-153.099731,-391.501312,138.571564,92.972916,-980.786072,613.530457,58.217003,-1045.839355,445.296936,22.942732,-1166.840698,287.310028,-26.185184,-1260.550781,140.620361,-83.299446,-1310.568726,143.736588,-39.154442,-1083.210327,62.378109
136,0,-162.913757,-786.609558,873.351074,44.765053,-817.674683,833.218933,-206.730972,-1023.329956,875.365112,-54.295059,-1058.039063,903.632813,-244.036392,-758.614868,658.687256,,,,-221.682281,-671.582520,242.602142,-199.964294,-609.262573,111.409302,-165.953400,-656.008606,83.030930,-151.242111,-388.741241,131.675415,92.896400,-974.290955,613.972656,58.664742,-1040.694824,446.206696,23.483522,-1163.247803,289.268097,-25.322556,-1258.352905,143.075867,-82.369110,-1308.073853,147.060715,-39.170376,-1083.336670,62.435371
137,0,-163.689743,-777.743835,873.138123,43.895802,-809.579895,833.011719,-207.912598,-1014.412659,876.005615,-55.507481,-1049.320801,904.132996,-244.495636,-750.838684,657.967590,,,,-221.276779,-668.017883,241.017273,-199.157211,-607.419067,109.324142,-164.933548,-654.695374,81.924637,-149.530563,-385.964752,124.811920,92.857498,-967.391907,614.487549,59.202221,-1035.089844,447.156891,24.097294,-1159.266235,291.344452,-24.429060,-1255.842163,145.721283,-81.448135,-1305.193726,150.640045,-39.186623,-1083.412109,62.509365
138,0,-164.541656,-768.737671,873.114807,42.944687,-801.296265,832.950195,-209.080231,-1005.372314,876.824768,-56.685833,-1040.445801,904.717773,-245.061249,-742.959595,657.471680,,,,-221.017471,-664.409302,239.644897,-198.490936,-605.599854,107.446411,-164.061310,-653.399780,81.066826,-148.007751,-383.192871,118.091721,92.860550,-960.059204,615.067871,59.840149,-1028.970703,448.130707,24.795599,-1154.850098,293.532074,-23.500000,-1252.981689,148.568283,-80.530540,-1301.882690,154.491928,-39.194897,-1083.415283,62.593914
139,0,-165.473648,-759.607361,873.283386,41.909218,-792.831726,833.039429,-210.229233,-996.227295,877.818848,-57.824924,-1031.430786,905.378784,-245.737289,-735.003540,657.194153,,,,-220.905594,-660.764954,238.491730,-197.967499,-603.797180,105.788811,-163.338959,-652.107178,80.452072,-146.706024,-380.455780,111.613403,92.909256,-952.268188,615.705505,60.587921,-1022.286743,449.110352,25.589521,-1149.955322,295.822876,-22.529133,-1249.733276,151.628159,-79.606209,-1298.095215,158.633545,-39.185604,-1083.321777,62.678425
140,0,-166.488846,-750.370239,873.642761,40.788074,-784.196350,833.282837,-211.355621,-986.996826,878.980957,-58.920677,-1022.293579,906.106201,-246.526016,-726.997009,657.126099,,,,-220.939743,-657.098022,237.559067,-197.586151,-602.009583,104.357216,-162.765472,-650.811218,80.067680,-145.644852,-377.789642,105.460548,93.006416,-943.999329,616.390747,61.453094,-1014.992371,450.078033,26.489098,-1144.540405,298.207916,-21.509054,-1246.060669,154.911438,-78.661369,-1293.785889,163.081131,-39.148266,-1083.107910,62.747635
141,0,-167.589233,-741.044250,874.188660,39.581203,-775.402100,833.681580,-212.456223,-977.700134,880.301453,-59.970127,-1013.053284,906.888489,-247.427811,-718.967346,657.255310,,,,-221.115723,-653.425842,236.842789,-197.343307,-600.241089,103.150833,-162.336639,-649.511963,79.894547,-144.829437,-375.233002,99.699654,93.153809,-935.239868,617.113708,62.440945,-1007.047668,451.016357,27.502762,-1138.567871,300.677551,-20.431664,-1241.927734,158.427780,-77.679298,-1288.910767,167.849365,-39.072147,-1082.749268,62.781967
142,0,-168.775696,-731.647583,874.913757,38.289818,-766.462280,834.234863,-213.528473,-968.356812,881.768311,-60.971344,-1003.729675,907.713013,-248.441147,-710.941467,657.566406,,,,-221.426605,-649.769470,236.333649,-197.232544,-598.499573,102.162781,-162.045120,-648.215393,79.908401,-144.250732,-372.823364,94.379059,93.351929,-925.983154,617.863708,63.554043,-998.419617,451.908997,28.636803,-1132.004517,303.221832,-19.288744,-1237.301025,162.185318,-76.641434,-1283.427734,172.950394,-38.946823,-1082.222900,62.758369
143,0,-170.047928,-722.199280,875.807556,36.916393,-757.391479,834.939697,-214.570465,-958.986206,883.366638,-61.923367,-994.342896,908.566040,-249.562576,-702.946289,658.041199,,,,-221.862854,-646.151978,236.017792,-197.244690,-596.796448,101.380768,-161.880951,-646.931885,80.081070,-143.886459,-370.594238,89.528709,93.599960,-916.229675,618.630249,64.791893,-989.083374,452.741547,29.894861,-1124.822144,305.830872,-18.072598,-1232.148804,166.190292,-75.528572,-1277.298706,178.392761,-38.762764,-1081.508057,62.651859
144,0,-171.404449,-712.717773,876.857056,35.464603,-748.205444,835.791382,-215.580841,-949.607605,885.079712,-62.826061,-984.913330,909.433350,-250.786758,-695.007874,658.658691,,,,-222.412506,-642.597473,235.877411,-197.368134,-595.144836,100.788017,-161.831757,-645.674805,80.382080,-143.703430,-368.572540,85.160774,93.895576,-905.986694,619.402771,66.150749,-979.022339,453.501770,31.277534,-1116.999146,308.494781,-16.776667,-1226.443237,170.446579,-74.322334,-1270.489868,184.180313,-38.511765,-1080.585205,62.437668
145,0,-172.842743,-703.221680,878.046570,33.939251,-738.920715,836.783203,-216.558655,-940.239075,886.888977,-63.680008,-975.460815,910.300232,-252.106461,-687.150757,659.396118,,,,-223.061569,-639.130615,235.891571,-197.589111,-593.558228,100.364380,-161.883270,-644.458923,80.780106,-143.660461,-366.776947,81.271187,94.235031,-895.268127,620.171753,67.623405,-968.229004,454.180420,32.782074,-1108.519653,311.204102,-15.396132,-1220.160034,174.954773,-73.006668,-1262.973022,190.310867,-38.187176,-1079.436768,62.093933
146,0,-174.359161,-693.728882,879.358215,32.346123,-729.554382,837.907104,-217.503357,-930.898376,888.774292,-64.486343,-966.004578,911.152039,-253.512894,-679.398315,660.229187,,,,-223.794327,-635.774292,236.037155,-197.892181,-592.050049,100.087326,-162.019913,-643.299255,81.244408,-143.711777,-365.216827,77.841591,94.613129,-884.094482,620.928284,69.199303,-956.705261,454.771454,34.402233,-1099.374878,313.949890,-13.928439,-1213.279175,179.711777,-71.569115,-1254.727905,196.774979,-37.783875,-1078.045166,61.604599
147,0,-175.949203,-684.256897,880.772766,30.691862,-720.123779,839.153259,-218.414597,-921.601929,890.714844,-65.246620,-956.562805,911.974670,-254.995667,-671.771423,661.132935,-233.163498,-629.870178,457.122681,-224.593857,-632.549744,236.289764,-198.260605,-590.632019,99.933151,-162.225357,-642.209961,81.746140,-143.810623,-363.892303,74.841980,95.023300,-872.491577,621.665100,70.864578,-944.462219,455.272339,36.128242,-1089.562744,316.723511,-12.373672,-1205.785156,184.709961,-70.002213,-1245.742188,203.555008,-37.297962,-1076.390381,60.962482
148,0,-177.607544,-674.822327,882.269409,28.983799,-710.646118,840.511169,-219.292221,-912.365173,892.688904,-65.962593,-947.152588,912.754456,-256.543213,-664.289001,662.081970,-233.669937,-627.969116,457.018066,-225.442581,-629.474670,236.624741,-198.677002,-589.313721,99.877914,-162.482956,-641.202942,82.259315,-143.912598,-362.794983,72.233498,95.457794,-860.490845,622.376526,72.602432,-931.520203,455.684296,37.946960,-1079.088623,319.517151,-10.734805,-1197.668457,189.936615,-68.304291,-1236.013428,210.624023,-36.726166,-1074.448853,60.171890
149,0,-179.328186,-665.440613,883.826599,27.229763,-701.138245,841.969238,-220.136063,-903.202148,894.674988,-66.636139,-937.789673,913.479248,-258.142792,-656.966919,663.051514,-234.343857,-625.475769,456.890411,-226.322632,-626.563171,237.017944,-199.123795,-588.101990,99.898453,-162.776443,-640.287659,82.761726,-143.978546,-361.909058,69.971359,95.907875,-848.127686,623.058289,74.393433,-917.908264,456.012238,39.842163,-1067.963867,322.323059,-9.017776,-1188.923828,195.373077,-66.480156,-1225.549438,217.945190,-36.065105,-1072.188354,59.250675
150,0,-181.104660,-656.126282,885.422791,25.437889,-691.616760,843.515381,-220.945953,-894.125488,896.651855,-67.269089,-928.487671,914.137878,-259.781036,-649.818665,664.017700,-235.171951,-622.456787,456.747772,-227.216476,-623.824768,237.446579,-199.583786,-587.000122,99.973099,-163.090179,-639.470337,83.235405,-143.976685,-361.213135,68.007675,96.364090,-835.440857,623.708679,76.216118,-903.663025,456.264648,41.794960,-1056.206909,325.133881,-7.231387,-1179.552490,200.994431,-64.541168,-1214.369507,225.471420,-35.310421,-1069.567383,58.231178
151,0,-182.930008,-646.892334,887.036194,23.616436,-682.097290,845.137268,-221.721619,-885.145996,898.598877,-67.863083,-919.258728,914.720947,-261.443970,-642.853943,664.958496,-236.127594,-619.025024,456.600006,-228.107285,-621.264221,237.889893,-200.040497,-586.008606,100.082336,-163.409744,-638.753906,83.666908,-143.884094,-360.682037,66.294128,96.816521,-822.471680,624.327698,78.047501,-888.828857,456.453308,43.784363,-1043.842041,327.942291,-5.387028,-1169.560181,206.768936,-62.505089,-1202.503784,233.145386,-34.455925,-1066.531250,57.159863
152,0,-184.797134,-637.750427,888.645874,21.773611,-672.594482,846.822449,-222.462631,-876.273376,900.496643,-68.419563,-910.113098,915.220520,-263.117493,-636.079590,665.853699,-237.177078,-615.311584,456.455933,-228.979355,-618.881226,238.329620,-200.478806,-585.124512,100.209267,-163.722076,-638.137634,84.047256,-143.687210,-360.288788,64.784172,97.255119,-809.262634,624.917786,79.863762,-873.455994,456.592926,45.787910,-1030.899048,330.740479,-3.498244,-1158.958374,212.657852,-60.395226,-1189.993530,240.899902,-33.492962,-1063.010498,56.095448
153,0,-186.698853,-628.711060,890.232056,19.917385,-663.122070,848.558594,-223.168350,-867.515503,902.327332,-68.939575,-901.059021,915.630737,-264.787659,-629.499146,666.685791,-238.284714,-611.444275,456.322144,-229.818420,-616.670898,238.750397,-200.885025,-584.341675,100.339775,-164.015884,-637.617920,84.371788,-143.381683,-360.006348,63.434998,97.669998,-795.856873,625.483276,81.640923,-857.599426,456.700653,47.782391,-1017.411926,333.520172,-1.580174,-1147.762329,218.615311,-58.239388,-1176.888794,248.658798,-32.410007,-1058.920166,55.105442
154,0,-188.627975,-619.782715,891.776062,18.055380,-653.692261,850.334106,-223.837936,-858.878540,904.074707,-69.423843,-892.102844,915.947754,-266.440735,-623.112488,667.440125,-239.416641,-607.533203,456.201691,-230.611893,-614.623535,239.139862,-201.247437,-583.651672,100.462769,-164.281586,-637.188293,84.639679,-142.971603,-359.808990,62.208874,98.051712,-782.296997,626.030334,83.355469,-841.318481,456.795471,49.744576,-1003.418945,336.272034,0.351106,-1135.991943,224.588577,-56.068432,-1163.249023,256.338135,-31.192688,-1054.161499,54.261398
155,0,-190.577423,-610.972656,893.261108,16.194714,-644.316345,852.137634,-224.470428,-850.367310,905.724731,-69.872711,-883.249084,916.169495,-268.063690,-616.916626,668.104736,-240.543030,-603.662720,456.094482,-231.349060,-612.725586,239.488785,-201.556244,-583.043762,100.570030,-164.511520,-636.839905,84.853355,-142.468079,-359.673584,61.074120,98.391548,-768.624268,626.566956,84.985023,-824.674683,456.897552,51.651966,-988.960510,338.985291,2.279299,-1123.669922,230.518417,-53.914566,-1149.138428,263.847687,-29.824213,-1048.623901,53.633057
156,0,-192.540375,-602.286499,894.672424,14.341936,-635.003906,853.958801,-225.064606,-841.984985,907.265137,-70.286163,-874.500732,916.295654,-269.644348,-610.905273,668.670959,-241.639221,-599.889343,455.997375,-232.021118,-610.959839,239.790894,-201.803818,-582.505737,100.656067,-164.699844,-636.562378,85.017944,-141.887589,-359.580322,60.005562,98.681702,-754.877686,627.102478,86.508911,-807.730835,457.027374,53.483475,-974.079529,341.647675,4.188610,-1110.821777,236.339859,-51.809612,-1134.625488,271.092804,-28.286207,-1042.188354,53.282021
157,0,-194.510330,-593.728394,895.997192,12.502951,-625.763672,855.787903,-225.619202,-833.733093,908.686157,-70.663864,-865.858765,916.327820,-271.171448,-605.069336,669.133057,-242.685822,-596.243469,455.905334,-232.621231,-609.306213,240.042709,-201.984604,-582.024658,100.717888,-164.842514,-636.343994,85.140450,-141.250290,-359.512817,58.984634,98.915489,-741.093872,627.647278,87.908630,-790.550232,457.205383,55.220100,-958.819702,344.244965,6.064442,-1097.473267,241.983078,-49.783268,-1119.778442,277.976501,-26.559885,-1034.733398,53.255589
158,0,-196.481018,-585.300781,897.224976,10.682988,-616.602478,857.616455,-226.132843,-825.612122,909.980347,-71.005234,-857.323181,916.269287,-272.634949,-599.397217,669.488464,-243.668182,-592.734009,455.812317,-233.144440,-607.743103,240.243256,-202.095200,-581.587036,100.754608,-164.937164,-636.172913,85.229195,-140.578140,-359.458405,57.999050,99.087425,-727.306152,628.212524,89.168282,-773.194519,457.450989,56.845455,-943.224243,346.760651,7.894011,-1083.651611,247.374710,-47.861515,-1104.663208,284.401550,-24.627445,-1026.140869,53.581394
159,0,-198.446564,-577.004944,898.347534,8.886601,-607.526428,859.436707,-226.604187,-817.620850,911.142273,-71.309509,-848.892334,916.124573,-274.026031,-593.875061,669.737122,-244.575775,-589.353882,455.711853,-233.587509,-606.247314,240.393600,-202.134125,-581.179749,100.767128,-164.982925,-636.036804,85.293083,-139.893417,-359.407928,57.042240,99.193306,-713.544434,628.809204,90.274796,-755.723511,457.782074,58.346226,-927.335693,349.176392,9.666863,-1069.382324,252.439178,-46.065308,-1089.340210,290.272522,-22.473495,-1016.301514,54.263546
